Customer_ID,Avg_Ratings,Recency,Frequency,Monetary,Age,Gender,Income,Cluster
91172.0,4.0,306,2,4938.323528499999,23.0,Female,High,4
74096.0,3.0,194,3,4246.2324191,20.0,Male,Medium,4
21399.0,4.0,227,3,4298.074053,21.0,Male,High,4
39757.0,3.0,107,3,2238.7109505,20.0,Male,Medium,2
90189.0,3.0,12,6,6580.8394989,22.0,Female,Low,0
19303.0,2.75,11,4,5420.5036615,23.0,Male,Medium,2
81200.0,2.75,29,4,7171.328243,20.0,Male,Low,0
71121.0,2.0,12,5,7188.3991878,26.0,Female,High,0
64722.0,2.0,8,4,5052.19959363,20.0,Male,Medium,2
59819.0,1.5,145,2,5511.099003,20.0,Female,Medium,2
57742.0,3.875,11,8,6087.396129000001,33.0,Male,Low,0
97683.0,3.5,23,6,7591.536521000001,23.0,Female,Medium,0
51980.0,3.1666666666666665,41,6,8431.8850928,34.0,Male,High,3
35966.0,2.0,10,3,3438.6223515,23.0,Male,High,2
56726.0,3.5,14,4,6286.761538299999,25.0,Male,Medium,0
87729.0,3.0,80,2,1226.6034397,25.0,Female,Medium,2
49952.0,3.0,50,5,6571.9931419,20.0,Female,High,0
90837.0,3.5,24,4,8156.236699,22.0,Male,Low,0
20500.0,3.857142857142857,64,7,9147.6537601,34.0,Male,Medium,3
71053.0,4.142857142857143,70,7,10478.40573835,24.0,Male,Medium,0
73823.0,3.75,34,4,9972.3435372,19.0,Female,Low,0
28956.0,2.5,58,4,4494.3562608,20.0,Female,Low,2
21444.0,2.3333333333333335,39,3,3060.8117005,24.0,Female,Medium,2
68648.0,3.6666666666666665,214,3,4482.690258,25.0,Male,Low,4
65961.0,2.6666666666666665,31,6,5774.5573424,35.0,Male,Medium,3
31581.0,1.6666666666666667,223,3,3541.1091646,19.0,Female,Low,4
12604.0,2.5,86,4,4127.6989937,20.0,Male,Low,2
55594.0,4.0,86,6,8062.18512485,22.0,Male,Medium,0
98788.0,3.5,79,6,4475.2054578,26.0,Male,Medium,0
59411.0,2.4,121,5,4425.28346323,19.0,Male,High,2
22945.0,2.4444444444444446,17,9,11819.199594,20.0,Female,Medium,0
15757.0,3.6,88,5,7538.0801889800005,35.0,Male,High,3
15983.0,2.4,47,5,2431.70773189,19.0,Male,Low,2
74649.0,3.3333333333333335,141,3,2313.76222606,18.0,Male,High,4
50952.0,2.5,15,6,5491.28629042,21.0,Female,Medium,0
51279.0,3.0,56,2,2020.5178981000001,29.0,Male,Low,3
70655.0,2.857142857142857,18,7,10749.9338905,19.0,Female,High,0
93615.0,1.5,219,2,1483.4594219,29.0,Male,High,4
86785.0,1.8,15,5,5341.33557948,20.0,Male,Medium,2
94652.0,3.5714285714285716,25,7,9963.2575591,20.0,Male,Low,0
67949.0,4.0,10,3,3868.8147694,20.0,Male,Medium,1
38862.0,2.5,106,2,1242.2175065,34.0,Female,Low,3
72626.0,3.3333333333333335,36,3,3891.6985704999997,20.0,Male,Low,1
45610.0,2.0,52,4,5307.0733708,20.0,Female,Medium,2
45455.0,3.6666666666666665,143,3,4613.786293,35.0,Female,High,3
72079.0,1.5,49,4,9026.453265,18.0,Male,Low,0
77875.0,2.5,47,6,6240.379497569999,20.0,Male,High,0
95547.0,3.0,25,5,11425.03428891,19.0,Male,Low,0
50126.0,2.0,72,2,597.3020482,22.0,Female,Low,2
55159.0,4.5,1,4,4167.89007152,23.0,Male,High,1
50555.0,2.75,28,4,7926.4796932,20.0,Male,Medium,0
21352.0,3.3333333333333335,113,3,1657.4583524999998,22.0,Female,Low,1
28128.0,3.2,7,5,3419.2004341399997,26.0,Male,Low,1
41336.0,2.75,44,4,4337.384621900001,23.0,Male,High,2
96814.0,2.0,25,4,1487.4161816,27.0,Male,High,2
95592.0,2.6,119,5,6884.60828108,24.0,Male,Low,0
88294.0,3.0,194,2,3805.1484250000003,26.0,Female,High,4
84982.0,2.5,27,2,497.96472700000004,25.0,Female,High,2
31054.0,2.75,63,4,8047.641667600001,26.0,Female,High,0
27353.0,3.0,15,6,9219.814753999999,22.0,Female,Low,0
71681.0,2.7142857142857144,82,7,11744.4706774,20.0,Male,Low,0
65334.0,3.2857142857142856,6,7,7704.5199624,20.0,Female,Low,0
83016.0,3.5,73,2,1189.9573541,20.0,Female,Low,1
40624.0,4.5,207,2,2212.9753283,18.0,Female,Medium,4
66428.0,1.6666666666666667,94,6,6451.5348747,20.0,Female,High,0
13629.0,4.0,163,2,1790.3664588000001,20.0,Male,High,4
26940.0,3.5,72,4,8408.808904,19.0,Female,Medium,0
73735.0,2.0,57,4,5986.336800800001,19.0,Male,Medium,2
96811.0,2.75,17,4,2380.0632229499997,19.0,Female,Medium,2
41835.0,4.5,122,2,958.9945812000001,20.0,Female,Low,1
89815.0,2.8333333333333335,4,6,7607.484366199999,26.0,Male,Low,0
84806.0,3.2,106,5,8074.7985802,25.0,Male,Low,0
40667.0,3.0,207,2,2633.7599821,26.0,Male,Medium,4
12223.0,2.8,43,5,6270.25582609,26.0,Male,High,0
92174.0,3.0,103,3,6300.5562511,20.0,Male,Medium,2
46908.0,3.6666666666666665,139,3,2635.0391122,29.0,Male,Low,3
72950.0,1.5,111,4,8605.59841492,19.0,Female,Medium,2
78960.0,3.4,59,5,6734.2494399,19.0,Male,Medium,0
97201.0,4.0,174,2,1599.5725743,26.0,Male,Medium,4
93072.0,3.5,14,4,3304.05921168,20.0,Male,Low,1
44073.0,3.5,169,4,6561.539006200001,33.0,Female,Low,3
33277.0,3.4,63,5,9543.055358,20.0,Male,High,0
89211.0,2.3333333333333335,5,3,3919.7314855,27.0,Female,High,2
45413.0,2.3333333333333335,127,3,6328.4854544,20.0,Female,Medium,2
28689.0,3.0,15,4,7007.716306689999,23.0,Male,High,0
17098.0,2.75,49,4,4233.9030975,21.0,Female,Low,2
14899.0,3.0,53,4,2527.5762975,18.0,Male,Low,2
95391.0,2.25,97,4,3983.1571284,20.0,Female,Low,2
93866.0,2.8,7,5,5420.52005457,26.0,Male,Medium,0
11393.0,4.0,72,3,4758.9397487999995,20.0,Male,Medium,1
88381.0,3.3333333333333335,263,3,2864.6522846,19.0,Female,Medium,4
92028.0,3.5,29,4,7767.612122869999,20.0,Female,Low,0
26172.0,3.25,298,4,4131.6627333,22.0,Female,Medium,4
25605.0,3.5,77,2,1833.7478803,26.0,Male,High,1
88816.0,3.0,128,2,1694.9591621,20.0,Female,High,4
75143.0,3.3333333333333335,232,3,4193.3792195,20.0,Male,High,4
12884.0,4.0,15,6,8792.2664332,34.0,Male,Medium,3
47483.0,3.8,35,5,6356.4975609,34.0,Female,Medium,3
33012.0,3.5,11,4,9605.748252599999,21.0,Female,Medium,0
66660.0,3.0,39,6,9115.4505172,22.0,Female,Medium,0
48512.0,4.0,32,6,4426.0326746,20.0,Female,Low,0
22236.0,2.6666666666666665,62,6,4926.2594622999995,23.0,Male,Low,0
52755.0,1.75,63,4,7691.2617269,20.0,Male,Medium,2
88053.0,2.142857142857143,2,7,8919.95674986,34.0,Male,Medium,0
74006.0,4.0,260,4,1648.2285468999999,22.0,Male,Low,4
82037.0,2.5,66,6,9583.5525285,20.0,Male,Medium,0
64755.0,4.25,41,4,6178.601732200001,26.0,Male,High,1
97514.0,4.285714285714286,77,7,12615.3091651,21.0,Male,Medium,0
77277.0,2.6,187,5,8785.235973800001,23.0,Male,Low,0
79487.0,3.0,6,6,12035.9904644,20.0,Male,High,0
73524.0,2.5,171,2,1896.51789,26.0,Male,Low,4
77202.0,2.6666666666666665,139,3,4834.8487957,20.0,Male,Medium,2
61206.0,2.857142857142857,32,7,12035.512365,19.0,Male,Medium,0
79248.0,3.0,65,3,1181.59562656,19.0,Male,Medium,2
76742.0,2.6666666666666665,1,6,9055.76654201,22.0,Female,Medium,0
11288.0,3.3333333333333335,25,6,5478.1097377999995,20.0,Male,Medium,0
34843.0,3.75,53,4,4316.6431985399995,20.0,Male,Medium,1
74050.0,3.0,68,5,6313.1949096,19.0,Female,Low,0
68547.0,1.8,41,5,8766.7065404,20.0,Male,Low,0
46019.0,2.0,113,3,3838.1522290000003,23.0,Male,Low,2
24134.0,3.1666666666666665,35,6,9985.5041328,22.0,Male,Low,0
72352.0,3.0,69,5,7386.649696300001,20.0,Female,Medium,0
32937.0,3.6666666666666665,69,3,4875.976769,23.0,Female,Medium,1
67942.0,2.5,8,2,1116.1372172,31.0,Male,Low,3
16597.0,3.5,40,4,5565.1586952,20.0,Female,Low,1
58115.0,3.8333333333333335,163,6,10049.0864316,20.0,Male,High,0
58363.0,4.0,28,4,4421.9766898,23.0,Male,Medium,1
71025.0,2.142857142857143,32,7,5040.72348515,19.0,Male,Medium,0
27495.0,4.5,202,2,4061.691115,34.0,Male,Medium,3
22191.0,3.5,119,2,1755.2232072,21.0,Female,Low,1
78184.0,3.0,102,4,4174.7177335999995,22.0,Female,High,2
67970.0,4.0,55,4,4065.13840671,19.0,Female,Medium,1
28554.0,1.5,115,4,6762.3170431,24.0,Female,Medium,2
84475.0,3.0,74,5,6641.065835,19.0,Female,Medium,0
80529.0,3.0,72,4,5496.3329252,19.0,Female,Medium,2
89086.0,3.2,76,5,6733.1200387,20.0,Female,High,0
21224.0,2.3333333333333335,189,3,7113.760508,22.0,Female,High,4
13256.0,2.0,68,2,1317.481358,18.0,Male,Low,2
16846.0,3.5,185,2,1555.2324628,23.0,Female,High,4
57550.0,3.857142857142857,34,7,9897.6665694,20.0,Male,Low,0
19537.0,2.6666666666666665,39,6,8029.5977261,20.0,Female,High,0
40113.0,3.2,96,5,8671.913854800001,19.0,Female,High,0
57144.0,4.0,77,4,6813.1798865,20.0,Male,Medium,1
35222.0,2.6,79,5,6454.2856429,20.0,Female,Medium,0
80366.0,3.25,38,8,7930.137061400001,22.0,Male,Medium,0
49922.0,3.8,24,5,5748.119605899999,20.0,Male,Medium,0
73664.0,2.6666666666666665,29,3,1509.0602899,20.0,Male,Medium,2
11577.0,4.0,52,5,10281.0709312,22.0,Female,Medium,0
48777.0,3.0,85,3,2269.1781702,23.0,Male,Medium,2
13265.0,3.7142857142857144,24,7,6889.1014992,22.0,Male,Low,0
78509.0,2.6666666666666665,1,6,9664.529808,19.0,Female,Low,0
18932.0,4.5,153,2,3952.4500971999996,22.0,Female,High,1
39003.0,2.5,105,4,1796.2710323000001,19.0,Female,Medium,2
78206.0,2.875,2,8,7915.25873785,23.0,Female,Medium,0
56459.0,2.75,115,4,8162.5023954,18.0,Male,Medium,0
67367.0,3.6,90,5,11035.4558254,20.0,Male,Low,0
33661.0,1.6,97,5,9100.047429,19.0,Female,Medium,0
76133.0,2.6666666666666665,3,3,2138.2250211,20.0,Male,Low,2
65159.0,3.0,133,3,8294.329484,35.0,Female,Medium,3
17558.0,4.125,11,8,7709.369972500001,20.0,Male,Medium,0
95531.0,3.5,125,4,4302.4454805000005,23.0,Male,Low,1
84556.0,3.0,76,6,12204.9073092,19.0,Female,Medium,0
91124.0,2.3333333333333335,97,3,2320.3013212,19.0,Male,High,2
13082.0,2.6,15,5,3794.9671534999998,23.0,Male,High,2
29178.0,2.6666666666666665,57,3,2256.5922159,20.0,Male,Medium,2
68375.0,3.2222222222222223,43,9,11050.112161969999,20.0,Male,High,0
42739.0,3.3333333333333335,103,3,9447.9294629,19.0,Male,Low,0
89187.0,2.3333333333333335,153,3,2562.95744,19.0,Male,Medium,2
36687.0,2.5,58,2,3637.177632,26.0,Female,High,2
24363.0,3.2,15,5,6064.4287671600005,20.0,Male,Low,0
90471.0,2.25,194,4,2173.2011336,28.0,Male,Medium,4
15015.0,2.8333333333333335,37,6,5615.9590755,26.0,Male,Low,0
23951.0,3.5,69,2,3790.2099909999997,26.0,Male,Medium,1
73394.0,2.6666666666666665,234,3,7671.38999,21.0,Male,Medium,4
98991.0,2.0,82,5,6619.753935799999,23.0,Female,Low,0
74342.0,3.6666666666666665,57,3,2777.7089428,20.0,Male,High,1
90915.0,2.0,250,6,9407.67954138,20.0,Female,Medium,0
97487.0,4.0,247,3,5461.53328304,22.0,Female,High,4
85089.0,2.4,3,5,7333.9501724,20.0,Male,Medium,0
93886.0,3.8,26,5,4653.605071,20.0,Female,Low,1
82024.0,3.2,119,5,4999.37456133,20.0,Male,Low,0
92619.0,3.3333333333333335,181,3,2290.3223328,19.0,Male,High,4
21798.0,3.0,82,3,3628.1907762,26.0,Male,High,2
16615.0,2.875,13,8,7970.3879201,20.0,Male,High,0
16049.0,2.75,6,4,6490.1738649,20.0,Female,Medium,0
55940.0,3.0,77,3,1340.91760724,32.0,Female,Low,3
35446.0,3.0,121,4,2642.48986746,21.0,Female,Medium,2
69500.0,3.0,163,7,4121.0801624,19.0,Male,Low,0
28591.0,3.3333333333333335,91,6,11273.9843055,20.0,Male,Medium,0
75243.0,3.0,29,6,8913.9618714,34.0,Female,Medium,3
40619.0,3.7777777777777777,6,9,8526.0886747,19.0,Male,Medium,0
50357.0,4.0,86,3,5869.9233647,22.0,Male,High,1
85291.0,4.0,49,6,10419.0495094,34.0,Female,Medium,3
16683.0,3.4,142,5,6299.01612611,21.0,Female,Low,0
30293.0,3.8,31,5,7634.5226197,20.0,Male,Medium,0
60481.0,3.0,99,2,781.8196015999999,20.0,Female,Low,2
91698.0,2.0,2,4,7081.4338052,19.0,Female,Low,2
44721.0,4.0,17,6,8064.2259627,20.0,Male,Medium,0
96867.0,3.0,54,4,6774.920697400001,21.0,Male,High,0
82671.0,2.0,24,4,2773.7348351,20.0,Male,Medium,2
35547.0,3.8,60,5,7505.7253926,22.0,Male,Low,0
50869.0,2.6,13,5,6047.3916943,20.0,Male,Low,0
42358.0,3.6666666666666665,207,3,3516.9213726000003,20.0,Female,Low,4
73353.0,2.5,24,2,5166.90277,23.0,Female,High,2
13610.0,3.5,103,4,5768.7393751,22.0,Male,Low,1
29811.0,3.4,216,5,2301.8720807,19.0,Male,Low,4
79548.0,3.3333333333333335,64,3,5100.9307482,25.0,Male,Low,1
15597.0,4.0,4,4,4155.7409167999995,23.0,Female,Medium,1
73862.0,2.4,26,5,8431.009769,19.0,Male,Low,0
26241.0,3.5,26,4,9250.980784,26.0,Male,Low,0
62489.0,3.0,33,3,2473.9987114,26.0,Male,High,2
38393.0,2.5,17,4,12010.254453,20.0,Female,High,0
14771.0,1.6666666666666667,39,3,8532.561517999999,19.0,Female,Medium,2
89926.0,4.2,23,5,3642.51217909,23.0,Female,Low,1
60009.0,2.5,42,2,3649.8513918,20.0,Female,Low,2
30224.0,3.75,58,4,5031.085559200001,23.0,Female,High,1
74095.0,3.25,28,4,6257.5096706,18.0,Male,Low,0
24469.0,3.5,33,4,5672.3696449,26.0,Male,Medium,1
68480.0,3.5,54,4,2877.44394106,24.0,Female,Medium,1
31763.0,3.75,32,4,3908.6349828,30.0,Male,Low,3
18113.0,3.0,22,5,9961.062426999999,22.0,Male,Medium,0
57044.0,2.5,86,2,985.3543776,20.0,Male,Low,2
25041.0,3.2,67,5,11672.174391,34.0,Female,Low,3
30563.0,3.75,2,4,10135.8527234,19.0,Female,Medium,0
45693.0,2.1666666666666665,7,6,7169.410287799999,22.0,Male,High,0
43571.0,2.5,84,4,5114.1636038,18.0,Male,Medium,2
66017.0,2.2,78,5,2746.5217393499997,22.0,Male,High,2
99025.0,2.6666666666666665,16,6,8632.456833,30.0,Male,High,0
18515.0,2.5,24,2,568.13648748,22.0,Male,High,2
60597.0,4.0,27,3,3270.8974825,20.0,Male,High,1
82260.0,3.0,170,2,909.5500779,21.0,Female,Low,4
41508.0,3.0,58,3,1243.5962609,30.0,Male,Low,3
74540.0,3.0,62,8,8692.92515717,19.0,Female,Medium,0
28607.0,4.0,250,2,1497.2981609,22.0,Female,Medium,4
21174.0,3.1666666666666665,4,6,7093.1221679,20.0,Male,High,0
33107.0,3.5,66,4,3721.1654205,20.0,Male,Medium,1
13081.0,1.25,30,4,6681.5963736,22.0,Female,Medium,2
17458.0,3.5,79,6,6385.34881985,22.0,Male,High,0
28830.0,1.8,3,5,4386.7549021800005,20.0,Male,Low,2
77374.0,3.5,159,2,275.24898322,18.0,Female,High,4
15891.0,2.75,90,4,7535.1731803,25.0,Male,Medium,0
14091.0,2.75,16,4,6229.7331849,19.0,Male,Low,0
17065.0,2.25,18,8,8471.9027974,20.0,Female,Medium,0
87673.0,3.2,3,5,6552.0496755,19.0,Female,Medium,0
17901.0,3.142857142857143,14,7,12134.120984199999,18.0,Male,Medium,0
49047.0,2.3333333333333335,76,3,3597.0433308,26.0,Male,Medium,2
77311.0,3.6,35,5,8082.31159684,31.0,Male,Medium,3
38047.0,2.25,35,4,6130.4427161,20.0,Male,Low,2
64636.0,2.75,35,4,4555.1946626,22.0,Female,Medium,2
82551.0,2.75,96,8,12264.4274544,20.0,Male,Medium,0
83578.0,1.6666666666666667,11,3,6730.167431,22.0,Male,High,2
83650.0,2.5714285714285716,35,7,5826.9598398,34.0,Male,High,3
40705.0,2.3333333333333335,56,3,8002.7619118,20.0,Male,High,2
89029.0,2.0,45,6,6986.823664400001,20.0,Female,Low,0
89992.0,3.0,80,3,5005.270318,26.0,Male,High,2
63588.0,3.2,139,5,9189.6167007,20.0,Male,Low,0
38486.0,2.5,115,2,1738.4325444,20.0,Female,Medium,2
64153.0,3.4,28,5,6096.0158992,19.0,Female,Medium,0
15992.0,3.0,148,3,2535.0508905,21.0,Male,High,4
43083.0,2.25,78,4,4760.4967746,35.0,Male,Low,3
36536.0,3.7142857142857144,8,7,9847.283952599999,19.0,Male,Low,0
97323.0,4.25,44,4,9155.769214,22.0,Female,Medium,0
27104.0,3.6,111,5,5757.1158664,19.0,Male,Low,0
67876.0,3.0,29,1,608.6149876,29.0,Male,High,3
26917.0,3.2,137,5,10672.8026296,23.0,Female,Low,0
71298.0,4.25,24,4,5452.9271595,29.0,Male,Low,3
20280.0,1.5,87,2,6433.560927,22.0,Female,High,2
88395.0,4.0,145,5,4339.6384888,20.0,Female,Low,1
80072.0,2.75,172,4,6356.903759000001,20.0,Female,Medium,4
64275.0,3.75,197,4,6544.4112235,18.0,Male,High,4
74784.0,4.75,100,4,5692.429619500001,20.0,Female,High,1
40091.0,3.2,89,5,11396.1731545,22.0,Male,Medium,0
96958.0,2.75,7,4,5235.20841181,20.0,Male,High,2
31998.0,3.3333333333333335,37,6,7156.092987399999,22.0,Male,High,0
38014.0,3.2857142857142856,127,7,10109.5535002,34.0,Female,Low,3
29568.0,2.0,168,3,5306.9632882999995,23.0,Male,Low,2
43434.0,3.0,74,4,6747.03602,22.0,Male,High,0
39794.0,4.0,199,2,844.2912434,22.0,Female,High,4
30209.0,4.0,149,3,1301.10661059,21.0,Male,High,1
56437.0,2.8,178,5,5063.4710026,20.0,Female,Medium,4
35511.0,2.8333333333333335,19,6,9311.9615684,19.0,Male,Medium,0
72108.0,2.3333333333333335,32,3,969.6741501,21.0,Male,Low,2
14984.0,2.3333333333333335,14,3,6432.525652,22.0,Male,Medium,2
23547.0,3.0,102,6,7066.403802479999,20.0,Male,High,0
41485.0,3.0,111,3,3851.0908181,28.0,Female,Low,3
97340.0,3.2,103,5,5067.2968393500005,22.0,Male,High,0
12790.0,3.0,35,5,10546.975477,21.0,Female,Low,0
84624.0,3.6666666666666665,32,3,4990.433736,20.0,Male,High,1
72646.0,3.0,64,3,3521.2136422000003,19.0,Female,Medium,2
53375.0,2.5,70,2,1204.5526007,19.0,Female,Medium,2
15041.0,3.0,105,2,2733.8557716,34.0,Female,Low,3
22107.0,3.0,9,5,3068.98951492,20.0,Female,High,2
84395.0,3.0,26,4,5248.1773912,34.0,Female,Low,3
90796.0,3.6666666666666665,116,3,1026.8334347,18.0,Female,Low,1
72463.0,3.0,119,5,4238.0285900399995,31.0,Female,Low,3
70727.0,3.2,58,5,7195.1338619,26.0,Female,Low,0
72707.0,3.0,27,5,7164.3671293,26.0,Male,Low,0
98764.0,3.0,64,4,5214.10751902,20.0,Male,Medium,2
89722.0,2.5,208,4,10252.0035468,26.0,Female,High,0
41496.0,1.6666666666666667,12,6,3531.9920272,34.0,Male,Medium,3
85908.0,3.0,77,3,3065.330254,20.0,Male,High,2
10010.0,3.5,61,4,2506.7532534,22.0,Female,Medium,1
55609.0,3.5,30,4,8775.4734329,26.0,Male,Low,0
75834.0,2.75,245,4,6151.4086924,20.0,Female,Medium,4
98004.0,1.6,27,5,8488.722388099999,20.0,Male,High,0
67818.0,3.0,170,4,8662.23909,27.0,Male,Low,0
39665.0,3.0,66,8,11866.24332747,19.0,Female,Low,0
65112.0,2.5,6,4,8234.763547,22.0,Male,Medium,0
13459.0,3.25,56,4,6277.3205961,34.0,Female,Medium,3
14341.0,3.6666666666666665,32,6,5756.7547999,19.0,Male,Low,0
39167.0,3.5,13,4,1863.8043261,26.0,Male,Low,1
11029.0,2.5,232,4,2212.907709,19.0,Female,Medium,4
42624.0,2.6,117,5,4831.06371743,22.0,Female,Low,0
62402.0,3.25,39,4,4534.95969219,26.0,Male,Medium,1
20692.0,3.2857142857142856,7,7,8154.4835267,26.0,Male,Low,0
55182.0,3.3333333333333335,20,3,5975.6020964,22.0,Female,High,1
84643.0,3.3333333333333335,38,6,8334.7198493,26.0,Male,High,0
23180.0,2.0,172,1,593.905252,35.0,Female,Medium,3
75024.0,2.75,47,4,5004.8949182,19.0,Male,Medium,2
23314.0,3.0,90,3,3736.6608497,26.0,Male,Low,2
25390.0,3.25,25,4,2875.4461406,22.0,Female,High,1
82606.0,2.0,135,3,1870.8241884,20.0,Male,Medium,2
66590.0,3.5,108,2,2211.0166108,23.0,Female,High,1
63858.0,3.75,38,4,4235.3944217,20.0,Male,Medium,1
89973.0,3.0,33,3,3285.85574608,29.0,Female,Low,3
11789.0,3.5,104,4,4458.1144363,26.0,Male,High,1
47082.0,3.0,175,3,3586.5563678,19.0,Male,High,4
28353.0,3.5,210,2,4274.6374319999995,26.0,Female,Low,4
38337.0,3.8,10,5,8780.1917604,19.0,Male,Low,0
29257.0,2.6666666666666665,90,3,3210.5866949,20.0,Female,Medium,2
21397.0,2.3333333333333335,30,3,2964.1904175,28.0,Female,Low,2
51531.0,3.5714285714285716,154,7,10514.8584173,20.0,Male,High,0
75848.0,4.0,20,2,4182.8124651,35.0,Female,Medium,3
14855.0,2.8,121,5,7434.6378316,19.0,Male,Medium,0
99058.0,4.333333333333333,34,6,10235.5963912,25.0,Female,Medium,0
11381.0,3.25,53,4,1934.04587545,20.0,Male,High,1
32669.0,2.0,174,4,1901.66484722,19.0,Male,Medium,2
61308.0,2.0,126,3,4485.0496536,30.0,Female,High,3
14663.0,2.0,179,2,3690.292459,22.0,Female,High,4
97143.0,3.5714285714285716,20,7,9636.1994044,20.0,Male,Low,0
93553.0,3.0,143,2,992.2193023,25.0,Female,High,4
36836.0,2.6,33,5,8824.2081716,19.0,Female,High,0
41424.0,2.75,118,4,2643.68404045,22.0,Male,Low,2
44149.0,2.857142857142857,82,7,10957.36982062,22.0,Male,Medium,0
30165.0,3.0,174,7,5018.2902843,20.0,Male,Low,0
44339.0,2.0,193,4,2548.66981852,22.0,Male,High,4
95441.0,3.1666666666666665,4,6,8124.5355682,20.0,Female,Medium,0
99652.0,2.3333333333333335,92,3,5950.451691,29.0,Male,High,3
87457.0,4.0,126,2,2498.7492173,22.0,Male,High,1
59733.0,3.3333333333333335,67,3,3855.0232089,33.0,Female,High,3
40419.0,2.25,139,4,2452.2932861,20.0,Male,Low,2
95102.0,2.5,129,2,1883.0701165,22.0,Female,High,2
64065.0,3.0,110,6,3313.02344002,22.0,Female,High,0
54307.0,3.6,9,5,4554.6548136,19.0,Female,High,1
63347.0,2.8,21,5,4169.6140848,20.0,Male,High,2
70095.0,2.6666666666666665,23,6,6278.3881558,19.0,Male,Medium,0
38452.0,2.3333333333333335,93,3,5463.421838300001,19.0,Male,High,2
69395.0,3.0,24,3,2675.6287739000004,20.0,Female,High,2
26397.0,3.1666666666666665,32,6,8144.49065238,19.0,Female,High,0
30568.0,3.0,35,3,4845.218752500001,22.0,Male,Low,2
85092.0,2.6666666666666665,151,3,3487.6670663,26.0,Male,High,4
44613.0,2.0,62,3,2212.6403652,20.0,Male,High,2
23098.0,3.0,21,5,2768.6369794,26.0,Male,High,2
22172.0,3.25,34,4,7337.0745699,26.0,Male,High,0
72207.0,3.6,106,5,6343.6784369,20.0,Female,Low,0
84952.0,3.5,67,4,7007.5769639,20.0,Male,High,0
91219.0,3.6666666666666665,95,3,2359.4788117,35.0,Male,High,3
10034.0,3.0,198,3,2324.6900366,34.0,Female,High,3
32654.0,4.142857142857143,106,7,6251.929898269999,21.0,Male,Low,0
57072.0,3.2,7,5,7999.4575574,22.0,Male,Medium,0
35285.0,4.5,33,2,5034.385005,23.0,Female,High,1
26630.0,3.125,32,8,7275.71490663,34.0,Female,Medium,0
39903.0,4.25,131,4,4491.9556816,22.0,Female,High,1
13113.0,3.6666666666666665,14,6,9785.9515385,20.0,Male,High,0
75002.0,3.5,72,6,7732.0135475,22.0,Female,High,0
19828.0,1.25,2,4,3533.6998251000005,19.0,Female,Low,2
52937.0,3.4,59,5,7549.1788734,18.0,Male,Medium,0
99926.0,3.142857142857143,45,7,9659.1512865,20.0,Female,High,0
61016.0,2.4,64,5,6277.5869265,20.0,Male,High,0
92763.0,3.5,27,6,10680.4990914,34.0,Male,High,0
58475.0,3.0,157,4,3985.1748315199998,20.0,Female,Medium,4
