Customer_ID,Recency,Frequency,Monetary
10069.0,29,8,9855.7622292
10070.0,41,3,3125.4238067399997
10071.0,52,4,4622.1177888
10072.0,121,3,7156.8803965
10073.0,16,3,5671.533847
10074.0,179,1,4886.060654
10075.0,168,2,3829.1449258
10076.0,38,4,8631.6889966
10077.0,122,4,5289.398420400001
10078.0,170,4,3964.7447635
10079.0,111,3,3426.3627726
10080.0,309,1,141.2075617
10081.0,98,4,6129.521195
10082.0,116,3,3431.7900653999995
10083.0,20,3,2889.4423913
10084.0,294,2,753.1368155
10085.0,38,3,978.1646424
10086.0,7,3,5946.100486199999
10087.0,59,2,1205.3433857999999
10088.0,11,5,8172.3987313
10089.0,31,4,7435.082601900001
10090.0,213,1,425.6927149
10091.0,74,3,5193.1243460000005
10093.0,105,4,2754.31759801
10094.0,63,3,2281.6850716
10095.0,41,2,3879.6841331799997
10096.0,179,2,3397.377711
10097.0,73,5,4786.31303575
10098.0,10,3,4576.2112742
10099.0,138,3,1596.7701228
10100.0,104,3,6961.619485
10101.0,5,4,2628.1794457
10102.0,82,6,8612.3343054
10103.0,60,5,5755.8770493
10104.0,3,5,1742.400956
10105.0,147,2,1186.5696111
10106.0,87,5,3784.7612224
10107.0,241,3,5655.9028387
10108.0,223,4,6663.6090821
10109.0,86,4,4483.7251314
10110.0,82,2,642.2783532
10111.0,90,3,5988.1838292
10112.0,88,2,2723.1374889999997
10113.0,26,4,5276.5219897
10114.0,345,3,5897.2349334
10115.0,205,4,2995.7685611
10116.0,34,3,7426.104799000001
10117.0,94,6,9075.3629689
10118.0,158,3,2913.5906788
10119.0,244,2,2219.3056801000002
10120.0,222,2,2684.8707388
10121.0,50,4,5687.853482
10122.0,62,4,5219.1838287
10123.0,73,3,2297.2715399
10125.0,45,6,11284.342238000001
10126.0,167,3,3041.5764585
10127.0,82,2,1971.0896615
10128.0,260,5,8834.1212171
10129.0,32,2,4555.471423
10130.0,127,2,4938.453093
10131.0,41,2,1493.7676953
10132.0,105,5,9587.8906124
10133.0,11,4,6067.28915627
10134.0,7,4,5431.6404548
10135.0,57,2,1797.5154706
10136.0,43,5,7076.8430328800005
10137.0,92,6,8032.5901322
10138.0,92,2,4745.257398
10139.0,61,3,10816.705376000002
10140.0,29,5,4947.611824
10141.0,35,5,10761.330868699999
10142.0,11,4,3535.7109608
10143.0,43,4,5473.6943063
10144.0,86,5,7155.0382861
10145.0,119,5,9552.1151288
10146.0,1,2,3032.201678
10147.0,91,3,5359.6346570000005
10148.0,341,1,910.5023981
10150.0,200,5,13020.635914999999
10151.0,55,4,6081.0585109
10152.0,2,2,2595.1627318
10153.0,73,2,3359.8602279
10154.0,62,3,2782.4304717
10155.0,78,3,1825.0587902
10156.0,208,2,2627.406896
10157.0,115,2,621.2945337
10158.0,90,2,656.3399199
10159.0,325,1,2400.928774
10160.0,55,6,6710.8028459
10161.0,172,2,3909.94642
10162.0,31,5,11895.913497399999
10163.0,170,4,9679.9182117
10164.0,96,2,1404.1805869999998
10165.0,1,4,2790.8518301
10166.0,114,3,5678.638738
10167.0,54,3,9207.490264
10168.0,119,3,4053.2915755999998
10169.0,64,7,8189.1985223
10170.0,319,1,2128.412142
10171.0,258,2,6269.0538670000005
10172.0,65,2,2821.0147011
10173.0,52,6,7598.954372859999
10175.0,242,1,508.736084
10176.0,199,1,1017.515387
10177.0,89,3,3356.9190787
10178.0,35,5,6468.3323892
10179.0,77,4,6225.8503739
10180.0,36,2,1004.1587311100001
10181.0,178,5,9030.7439369
10182.0,68,3,4709.105038
10183.0,50,7,3676.1412961
10184.0,66,2,1316.2891286
10185.0,5,2,337.5720589
10186.0,169,2,1425.9518823399999
10187.0,323,1,2355.23104
10188.0,78,1,1064.86653
10189.0,39,6,6084.592117
10190.0,236,2,564.7287427
10191.0,20,2,869.6974553
10192.0,34,5,7869.6969763
10193.0,182,3,1822.2087006900001
10194.0,31,2,1963.3179385
10196.0,72,7,8831.1871899
10197.0,31,3,5348.0566332
10198.0,128,4,9954.73914914
10199.0,100,3,9347.862869
10200.0,25,4,8859.6072691
10202.0,98,3,3132.5142775
10203.0,78,4,4718.5178436999995
10204.0,16,9,14061.562173999999
10205.0,72,5,7790.4556938
10207.0,50,2,2879.2972282
10208.0,50,1,61.93132961
10209.0,44,2,3262.702347
10210.0,68,3,1319.1409542000001
10211.0,107,4,4964.82838741
10212.0,82,4,3382.9507855
10213.0,20,5,6677.625554
10214.0,97,5,7663.091915800001
10215.0,115,2,4652.265492
10216.0,9,3,4771.229246
10217.0,99,3,5657.125859
10218.0,122,3,1507.6918423
10219.0,139,1,513.6638876
10220.0,77,4,6167.6384818
10221.0,22,2,341.48254352000004
10222.0,4,3,6586.813997200001
10223.0,345,2,1436.0265306000001
10224.0,163,3,2030.9922442999998
10225.0,166,4,4692.7144165
10226.0,70,1,677.2561902
10227.0,5,4,5554.6187331
10228.0,12,2,1371.3987043
10229.0,118,2,3213.7753464
10230.0,28,4,2459.4186646
10231.0,159,1,2351.994281
10232.0,15,6,3801.8657121200004
10233.0,310,3,7386.144126900001
10234.0,340,2,3965.9665128
10235.0,48,5,11319.901589000001
10236.0,82,5,7648.347253
10237.0,1,4,6033.269708899999
10238.0,108,5,8348.8031074
10239.0,27,5,6523.5686533
10240.0,41,5,5003.57233671
10241.0,127,2,2962.0528919999997
10242.0,64,8,13213.6462494
10243.0,51,2,2863.6979631400004
10244.0,156,3,2102.545951
10245.0,130,6,12843.2725625
10246.0,2,7,8765.1415809
10247.0,95,2,1848.6251235
10248.0,114,3,7299.1300065
10249.0,79,6,5847.6434785
10250.0,11,2,1440.5384985
10251.0,299,1,165.7405468
10252.0,187,3,3524.35888422
10253.0,4,4,6014.5524825
10254.0,79,4,6088.399263599999
10255.0,187,3,3124.6211368900003
10256.0,63,6,8726.2658061
10257.0,151,1,1121.520867
10258.0,29,6,9216.0816601
10259.0,117,2,2284.1098909
10260.0,91,3,3807.8639183
10261.0,220,1,129.682934
10262.0,194,4,6014.3535758
10263.0,210,1,872.1825205
10264.0,6,5,10675.5192468
10265.0,30,4,1204.69525136
10266.0,49,4,6203.815161500001
10267.0,55,6,4704.5385274499995
10268.0,25,7,9113.026454
10269.0,97,3,4515.1763219
10270.0,105,1,628.7199126
10271.0,12,2,3259.0297140000002
10274.0,104,3,5114.7648522
10275.0,83,1,1982.529857
10277.0,93,5,10100.862133
10278.0,73,7,10950.25271385
10279.0,162,5,6678.1797224
10280.0,67,3,1832.0486375599999
10281.0,79,8,13678.121569429999
10282.0,47,5,9166.4977977
10283.0,1,7,8244.8187096
10284.0,146,3,3476.0514631
10285.0,113,4,6509.0215305500005
10286.0,23,4,8881.267968
10287.0,174,1,3136.765692
10288.0,87,6,6348.0422382100005
10289.0,13,5,4152.41602028
10290.0,91,4,4220.2225662
10291.0,92,4,5638.0199492
10292.0,161,3,6772.932262
10293.0,33,4,4316.828633
10294.0,62,2,868.3915588
10295.0,301,1,1784.166445
10297.0,21,3,666.33516509
10298.0,230,2,5149.088557
10299.0,120,1,2804.061917
10300.0,5,6,9018.89962249
10301.0,99,3,4931.497765
10302.0,287,2,4818.906656
10303.0,140,4,3360.0386333
10304.0,258,1,114.3239318
10305.0,65,3,3128.55324776
10306.0,66,4,8059.7191764
10307.0,43,6,5339.6263357
10308.0,202,1,2706.343631
10309.0,98,5,5519.889316500001
10310.0,68,2,3927.45699
10311.0,135,4,2417.3215493
10312.0,91,3,4012.3475365
10313.0,300,1,1257.958456
10314.0,298,1,1158.545597
10315.0,329,1,907.774669
10316.0,10,2,1524.6424655399999
10317.0,26,5,9854.44824578
10318.0,250,3,7116.09008
10319.0,62,4,7171.826768999999
10320.0,172,3,4215.3737322
10321.0,239,4,9602.4882775
10322.0,145,3,4916.4549778
10323.0,38,1,3605.591362
10324.0,18,3,3771.041624
10325.0,40,2,1592.479378
10326.0,27,5,6310.78308094
10327.0,160,4,9678.6309491
10328.0,115,5,7500.854447600001
10329.0,3,6,8574.7294917
10330.0,138,1,490.8885372
10331.0,12,2,1119.7789531
10332.0,12,2,2244.4427478
10333.0,61,5,4708.0797226
10334.0,65,2,1485.8407496
10335.0,36,4,7358.2847059
10336.0,63,3,3767.3659712999997
10337.0,103,5,4077.6412612999998
10338.0,105,2,6647.731637
10339.0,205,5,5369.2080915
10340.0,286,2,720.8225803
10341.0,172,3,5281.219319
10342.0,53,1,911.1728781
10344.0,31,4,580.78583329
10345.0,4,4,4571.09845365
10346.0,13,3,4726.1760839
10347.0,28,2,1216.18214689
10350.0,95,6,11105.3698508
10352.0,66,4,4717.9496218
10353.0,136,4,4200.9038755
10354.0,79,4,4252.40737627
10355.0,45,4,7639.337858299999
10356.0,14,4,5638.5075122
10357.0,10,2,3389.101675
10358.0,72,5,5171.8781988
10359.0,36,5,10987.1774668
10360.0,191,2,6850.640670999999
10361.0,158,1,900.9033109
10362.0,64,4,8168.2652793
10363.0,17,3,6295.8686614
10364.0,106,3,2309.662753
10365.0,34,6,9052.1745017
10366.0,214,3,1701.8297805500001
10367.0,51,7,11153.00056993
10368.0,40,7,8260.9650868
10369.0,57,2,4251.237888
10370.0,230,1,3880.566782
10371.0,2,5,7356.7101522
10372.0,94,1,842.3474517
10373.0,342,1,3122.060299
10374.0,44,3,4586.835556
10375.0,58,3,4156.5184222
10376.0,114,1,2586.021454
10377.0,124,3,4847.2817003
10378.0,28,4,2134.85478114
10379.0,47,5,6287.1893218000005
10380.0,16,4,7624.13311776
10381.0,28,3,5012.21019
10383.0,86,3,1427.8674402000001
10384.0,18,1,2067.044671
10385.0,37,6,9665.599352019999
10386.0,6,4,7292.4198689
10388.0,203,2,2076.5938575
10389.0,344,1,1083.509151
10390.0,5,5,13397.011494
10392.0,53,6,10147.333221699999
10393.0,34,6,10629.1131902
10394.0,118,3,1669.31001895
10395.0,84,3,4325.914985400001
10396.0,62,1,190.2625594
10397.0,181,2,1915.8025125000001
10398.0,53,1,957.0816467
10399.0,105,2,288.7930174
10401.0,59,4,5541.10242054
10402.0,86,3,2516.637697
10403.0,301,2,4706.287122
10404.0,129,5,4737.36998705
10405.0,3,8,12298.86911308
10406.0,97,5,9635.0006235
10407.0,193,2,1000.2103658999999
10408.0,168,4,2466.0034824
10409.0,96,5,9148.0782795
10410.0,71,4,9075.7176434
10411.0,299,1,479.3140735
10412.0,69,1,974.6451315
10413.0,25,2,853.6322408999999
10414.0,85,3,4015.0951471
10415.0,66,3,2825.2445967
10416.0,61,2,8219.33561
10417.0,32,10,11293.83887969
10418.0,50,8,15432.74932615
10419.0,195,2,1483.8299398
10420.0,68,5,5458.4052171
10421.0,336,1,1269.215509
10422.0,48,2,2912.1060437
10423.0,26,2,2211.4610998999997
10424.0,87,5,6974.6971979
10425.0,78,3,1857.6688217699998
10426.0,41,2,1468.5040883
10427.0,21,5,5298.2959685000005
10429.0,35,2,5624.850182
10430.0,247,1,975.9243211
10431.0,20,2,933.0379945
10432.0,44,4,3935.2388164
10433.0,9,4,3901.4751091
10434.0,117,2,283.57270941
10435.0,163,3,2086.0926367
10436.0,8,2,3221.7270488999998
10437.0,7,4,2322.3566487
10438.0,30,6,4330.5835649
10439.0,58,6,8428.9943134
10440.0,199,2,933.2004825
10441.0,269,1,1777.721528
10442.0,105,2,1271.8873303999999
10443.0,26,3,4918.3246308
10444.0,164,2,911.9194445
10445.0,151,1,478.9259611
10446.0,58,3,3898.5366353
10447.0,131,2,1306.3440547999999
10448.0,122,2,483.45516298
10449.0,45,3,4410.694563
10450.0,172,4,6800.878221
10451.0,219,4,5139.6307982
10452.0,185,4,4761.4529121000005
10453.0,2,6,9135.8022701
10454.0,123,2,7283.343406999999
10455.0,65,5,9598.9040796
10456.0,192,2,1277.9068814
10457.0,214,3,5433.7544697
10458.0,71,3,6598.817716199999
10459.0,101,3,2493.7981433
10460.0,1,4,6430.359559799999
10461.0,138,2,3263.5438825
10462.0,14,5,6905.39061692
10463.0,87,2,785.5579088999999
10464.0,16,5,4405.126582389999
10465.0,9,3,6387.5847919
10466.0,27,4,2265.0795895
10467.0,93,4,2750.9292586
10468.0,175,1,1217.759086
10469.0,72,5,8770.4852697
10470.0,117,3,2224.8191858
10471.0,4,2,2470.9875968
10472.0,47,5,7932.3664736
10473.0,138,4,4170.9466877
10474.0,148,4,5558.8541832
10475.0,274,2,1577.2704594000002
10476.0,294,1,999.5222002
10477.0,44,5,6268.561945
10478.0,115,5,1992.8229411700001
10479.0,139,3,4081.5942453999996
10480.0,86,2,323.8435186
10481.0,215,3,3721.7975053
10482.0,103,4,4922.3839251
10483.0,130,1,1004.73288
10484.0,178,3,3892.9015648
10486.0,84,2,5326.417515
10487.0,45,6,3861.7451461
10488.0,73,5,5406.4473768
10489.0,51,1,1447.127058
10490.0,220,1,2377.837604
10491.0,66,7,12517.9140248
10492.0,325,1,247.3443398
10493.0,70,2,1147.8137116
10494.0,24,5,6778.2617024
10495.0,303,1,88.47373385
10496.0,1,2,2109.8351724
10497.0,285,2,4473.969553999999
10498.0,19,3,4433.9672054
10499.0,74,6,13385.3335836
10500.0,16,4,2688.9305065
10501.0,184,4,5459.6852132
10502.0,9,5,10830.1916412
10503.0,27,4,2724.3264137
10504.0,292,2,2495.2499983000002
10505.0,7,3,4154.05301
10506.0,17,6,7136.05604452
10507.0,53,5,4430.6303641
10508.0,17,3,1061.4637879
10509.0,9,1,706.2463192
10510.0,76,5,3516.2811082
10511.0,126,2,1430.278468
10512.0,31,4,8123.1347860000005
10513.0,66,3,1003.5416395
10514.0,270,1,1417.979289
10515.0,64,6,5760.9041819
10516.0,16,5,5334.8467858
10517.0,41,3,4993.523953600001
10518.0,246,3,4009.9992776
10519.0,15,4,5055.0338842
10520.0,111,1,410.1549878
10521.0,114,2,1068.7033105
10522.0,13,7,14266.9873539
10523.0,14,4,11912.198984
10524.0,9,5,8886.95300919
10525.0,295,2,2074.005765
10526.0,43,6,10094.526879199999
10527.0,33,5,7631.6741388
10528.0,13,2,1360.970038
10529.0,97,5,10097.4199235
10530.0,1,6,4485.5896997
10531.0,125,6,10937.98210205
10532.0,202,2,520.8457075
10534.0,84,2,2222.97628747
10535.0,78,6,6954.1024578
10536.0,3,4,5143.221143500001
10537.0,101,2,1034.27299727
10538.0,30,5,4281.3156895
10539.0,48,3,2816.4323409
10540.0,2,5,7615.69029655
10541.0,1,5,8039.9846617
10542.0,11,6,4220.1986375199995
10543.0,33,5,16035.668181000001
10544.0,85,2,2146.6064652
10545.0,70,2,1210.0651146
10546.0,85,1,734.8262656
10547.0,82,2,1393.0103729000002
10548.0,19,3,4608.2544012
10549.0,76,6,8812.15450164
10550.0,160,2,4273.846751
10551.0,32,4,3193.60595875
10552.0,117,4,4880.8213152
10553.0,28,2,4448.0738280000005
10555.0,36,6,7859.7568706
10556.0,115,4,4713.1495557
10557.0,4,3,6110.699628
10558.0,162,3,3556.9201497000004
10559.0,41,2,1320.7355751999999
10560.0,186,2,6696.73678
10561.0,158,4,2619.1503478
10562.0,172,3,3271.496574
10563.0,154,6,7520.3696584
10564.0,107,5,5699.021895229999
10565.0,14,7,9123.0730626
10566.0,91,3,2926.1235162000003
10567.0,20,1,1973.038987
10569.0,8,2,5212.191826
10570.0,173,1,124.0768636
10571.0,17,6,5708.04812607
10572.0,110,3,4404.8848412
10573.0,124,5,5244.6464077
10574.0,136,3,2940.1403855999997
10575.0,98,1,3816.288902
10576.0,77,1,3061.6423
10578.0,70,2,1647.4474590999998
10579.0,47,4,5521.1900225
10580.0,98,1,98.66658686
10581.0,14,5,9624.222523
10582.0,98,3,7191.4891508
10583.0,78,2,1043.8694632
10584.0,84,4,6033.35276933
10585.0,102,3,4746.3093459
10586.0,89,3,5444.213724900001
10587.0,221,3,5016.6591586
10588.0,199,2,2742.445231
10589.0,28,6,7178.76090714
10590.0,68,4,1886.4219070699999
10591.0,8,3,3603.4775376000002
10592.0,27,5,7591.3109351
10593.0,69,4,2696.38940267
10594.0,271,2,5758.5978
10595.0,210,4,2439.3670139
10596.0,103,3,2089.011578
10597.0,225,2,1295.3324886
10598.0,64,3,2949.0212954
10599.0,111,4,5437.2337755
10600.0,46,2,3256.6507840000004
10601.0,86,2,4126.307481
10603.0,306,1,3291.411504
10604.0,97,3,2240.7344349
10605.0,107,5,9180.7135989
10606.0,184,4,3769.5533822
10607.0,133,2,3220.5124441999997
10608.0,126,1,536.5864885
10609.0,37,5,6174.9294817
10610.0,52,4,8733.368084900001
10611.0,56,5,2465.43848833
10612.0,25,2,768.693917
10613.0,1,2,7202.75018
10614.0,29,4,4201.4117668
10615.0,27,7,17600.9806428
10616.0,107,2,6500.194356
10617.0,73,5,5253.3297584
10618.0,183,2,5007.452026
10619.0,52,3,4724.744968
10621.0,46,1,281.2629925
10622.0,6,4,8056.6824219
10623.0,99,3,4673.424170300001
10624.0,110,5,5351.3246212
10625.0,34,4,3141.223235
10626.0,3,2,2138.4157941
10627.0,98,5,6054.3573339800005
10628.0,9,5,5596.22328403
10629.0,161,1,1436.21039
10630.0,272,1,3641.455134
10631.0,62,4,4919.1299077
10632.0,104,2,1793.3471513499999
10633.0,171,3,6033.939213
10634.0,238,1,451.0785077
10635.0,173,2,2940.3185725499998
10636.0,128,2,4426.4602749000005
10637.0,105,4,5107.6333237
10638.0,134,4,5507.2034017000005
10639.0,45,2,1190.6198428
10640.0,7,2,2560.5982046
10641.0,59,3,5930.751178
10642.0,144,1,507.5584627
10643.0,98,3,760.9158671
10644.0,187,3,1526.7552
10645.0,213,2,3257.944839
10646.0,10,7,2546.46867901
10647.0,90,2,3113.7019541
10648.0,167,4,5578.1014301
10649.0,195,1,397.3545805
10650.0,126,4,3246.4815289900002
10652.0,21,4,2581.5646296
10653.0,208,2,5277.175761
10654.0,186,5,5713.8629872
10655.0,156,5,7694.640073099999
10656.0,3,4,3136.1271271
10657.0,122,2,1267.7898088
10658.0,268,4,7208.9738113
10659.0,204,2,5615.5432789999995
10660.0,131,3,2335.3449249
10661.0,152,2,2965.0882536
10662.0,85,3,4547.2035769
10663.0,58,4,7028.431628
10664.0,154,4,11757.366064
10665.0,24,4,1838.2905207
10667.0,201,2,639.765197
10668.0,35,5,6882.93048
10669.0,27,4,4311.8126019
10670.0,117,5,9904.97089
10671.0,21,2,2768.111097
10672.0,83,2,2152.7684203999997
10673.0,16,4,4762.5857518600005
10674.0,33,2,902.4433444
10675.0,123,1,1570.083964
10676.0,116,5,2730.0191181
10677.0,131,1,412.5272593
10678.0,9,4,6042.0066836999995
10679.0,86,3,2549.1093891
10680.0,117,4,6281.4221943
10681.0,38,6,6741.5592596900005
10682.0,56,4,7857.187538
10683.0,312,1,1190.365695
10684.0,72,3,4532.971097
10685.0,73,3,6132.9224228
10686.0,4,7,8838.28179393
10687.0,16,4,8536.6209532
10688.0,29,4,9592.810916999999
10689.0,127,1,261.1744613
10690.0,37,6,11980.5747168
10691.0,56,3,1580.5983838
10692.0,66,3,1575.8084685000001
10693.0,1,5,10388.1360366
10694.0,332,1,255.7126383
10695.0,58,3,5242.34786
10696.0,27,3,8525.186406
10697.0,39,7,9909.8126915
10698.0,22,5,6677.59188715
10699.0,13,6,7345.7252952
10700.0,70,1,2080.114361
10701.0,154,2,3737.8828021
10703.0,184,2,1196.7691948
10704.0,283,2,534.2720173
10705.0,165,6,14347.4940697
10706.0,35,4,2288.2185848
10707.0,17,4,7390.6555746
10708.0,73,1,3351.027397
10709.0,184,4,3240.7012430000004
10710.0,63,3,5832.4880332
10711.0,192,1,459.8489468
10712.0,32,6,10037.1597169
10713.0,168,1,378.0965539
10714.0,44,4,4419.6440745
10715.0,45,5,5849.5100344
10716.0,40,4,3104.1983568
10717.0,43,5,4084.0747511000004
10718.0,148,1,1409.569884
10719.0,14,4,4097.6703567
10720.0,122,3,4176.7467947000005
10721.0,111,3,3276.0906445
10722.0,126,3,8192.377832999999
10723.0,158,2,727.40170018
10724.0,82,4,4107.4436841
10725.0,298,1,367.949718
10726.0,5,3,3400.6162904899998
10727.0,10,3,2794.4107092
10728.0,79,5,3419.7796567
10729.0,75,5,7098.511779500001
10730.0,150,1,2861.719189
10731.0,19,8,11885.9834184
10732.0,101,2,2252.3817453
10733.0,72,5,6006.4163170599995
10734.0,71,4,6087.3160716
10735.0,25,5,10787.0204396
10736.0,89,3,3977.9948598
10737.0,196,2,2899.2012823
10738.0,62,8,7246.6843602
10739.0,107,3,7578.183202
10740.0,10,5,9144.7368821
10741.0,74,2,2682.6869699
10742.0,170,2,3757.15736
10743.0,41,6,5436.8336049
10744.0,161,2,1399.5739387
10745.0,71,5,8656.740305899999
10746.0,55,2,7292.451682
10747.0,18,2,6022.671359
10748.0,95,4,4323.7664504
10749.0,21,5,7588.886493100001
10750.0,57,7,11959.1088332
10751.0,13,4,6639.3710734999995
10752.0,359,1,219.8333106
10753.0,51,3,7204.0248495
10754.0,15,3,3752.9524473000006
10755.0,16,2,977.8298998
10756.0,82,3,969.0556593
10757.0,11,5,7784.187738
10758.0,13,2,1591.7350867
10759.0,27,4,4149.0601391
10760.0,21,5,4625.9268102
10761.0,167,3,6339.4042702
10762.0,32,2,3445.7452733
10763.0,99,3,7481.5957942000005
10764.0,176,3,4119.7365373
10765.0,202,2,1351.4218580000002
10766.0,118,2,1246.0060053000002
10767.0,72,3,5485.5017435
10768.0,11,4,4199.79433459
10769.0,24,3,5153.8300739999995
10770.0,22,4,4706.0260563
10771.0,20,7,10603.331524
10772.0,76,2,3413.907891
10773.0,139,1,848.2352361
10774.0,131,2,1486.1624566
10775.0,28,3,3073.6796975
10776.0,98,2,3023.7765608
10777.0,46,5,8961.9544988
10778.0,103,4,6091.3351597
10779.0,167,3,3001.9270185
10780.0,117,7,14033.23908708
10781.0,83,1,1113.013604
10782.0,8,1,1341.558441
10783.0,138,2,2542.0647487
10784.0,6,3,4375.875459
10785.0,10,4,5170.9494783
10786.0,107,5,7149.5030459
10787.0,168,2,820.1485395
10788.0,129,5,6028.126068699999
10789.0,61,4,9822.3636449
10790.0,109,3,7261.3175175
10791.0,26,3,4463.2392917
10792.0,25,3,1726.2169084
10793.0,16,2,872.6150571
10794.0,45,6,9259.1225085
10795.0,181,2,1845.0228593
10796.0,111,4,7254.9842499999995
10797.0,11,6,14297.57931315
10798.0,137,4,4607.7861143
10799.0,128,2,1723.7511756000001
10800.0,32,2,1052.5343302
10801.0,186,3,5264.437656
10802.0,21,5,8739.506881
10803.0,124,2,2073.8062299
10804.0,34,1,2698.729453
10805.0,4,3,5672.218917
10806.0,87,4,8121.5922225
10807.0,314,1,988.4538377
10808.0,136,4,5422.14809918
10809.0,196,1,981.1176965
10810.0,97,3,4441.2295433
10811.0,144,2,1717.2524991
10812.0,97,8,8699.13621244
10813.0,40,4,3477.2329321999996
10814.0,175,3,1886.30815056
10815.0,312,2,1794.3758215999999
10816.0,52,4,5559.46364
10817.0,54,5,3601.063806
10818.0,73,2,2927.494989
10819.0,66,4,4395.263797019999
10820.0,104,2,1300.22438456
10821.0,136,4,5617.1892946
10822.0,95,4,1497.2043122
10823.0,281,2,1304.3802583000002
10824.0,75,3,1487.2777226
10826.0,33,3,3441.3013513
10828.0,154,2,603.953607
10829.0,165,5,6960.91246897
10830.0,31,3,4587.6958691
10831.0,162,2,1669.6772368
10832.0,21,3,6054.48934622
10833.0,150,2,4976.769932
10834.0,121,7,9140.3911214
10835.0,10,6,5752.0949298
10836.0,16,7,10806.1202962
10837.0,143,3,5231.804450600001
10838.0,66,3,3065.94525476
10839.0,47,3,6370.50633
10840.0,22,6,9430.798947759999
10841.0,2,4,6633.8552238
10842.0,92,5,6871.8622412
10843.0,357,1,481.3221241
10844.0,302,3,1708.0869538
10845.0,123,4,4978.018028500001
10847.0,14,7,9018.00751275
10848.0,5,3,1604.7629024
10849.0,11,4,4877.7050871
10850.0,9,4,7723.7652932
10851.0,149,3,2093.8710239
10852.0,52,5,9282.9788746
10853.0,23,4,1010.5180861
10854.0,73,3,2635.2598724
10855.0,94,5,10474.5905692
10856.0,214,4,5073.550675500001
10857.0,68,4,3346.99705138
10858.0,80,5,8939.28306607
10859.0,87,3,3039.8145833
10860.0,25,2,3193.0152117000002
10861.0,43,5,7789.2875540000005
10862.0,231,3,6257.5811864
10863.0,66,4,4619.51385216
10864.0,3,9,22944.4718899
10865.0,29,4,3172.2360486
10866.0,100,7,9824.3027009
10867.0,18,4,4506.44173521
10868.0,122,6,7082.168616
10869.0,221,2,3919.1056967
10870.0,117,1,1897.993025
10871.0,85,1,625.2966485
10872.0,360,1,301.3544452
10873.0,99,1,729.9419464
10874.0,19,4,2518.3398616
10875.0,58,6,4646.6699685
10876.0,59,5,5793.97255236
10877.0,128,1,330.3016289
10878.0,73,5,9827.898337499999
10879.0,151,2,259.85561311
10880.0,170,2,936.176264
10881.0,31,2,428.38260648
10882.0,76,3,4204.5687894
10883.0,14,3,5408.705453699999
10884.0,113,3,4002.8706187
10885.0,10,5,5449.541677800001
10886.0,95,3,3949.1539276
10887.0,38,4,6210.9716054
10888.0,140,2,2816.172225
10889.0,22,2,3638.383226
10890.0,10,6,10579.032506399999
10891.0,91,1,2187.800496
10892.0,283,1,3919.132345
10893.0,58,8,4912.8418841
10894.0,109,3,4673.8814776
10895.0,39,8,9761.520391099999
10896.0,101,7,16714.1282246
10897.0,12,3,5263.7710057
10898.0,40,1,444.6099247
10900.0,101,1,34.54170439
10901.0,172,3,10549.115119999999
10902.0,53,3,2424.3002750200003
10903.0,51,6,3996.1323715
10904.0,164,4,7924.0485706
10905.0,58,4,2270.0806641
10906.0,40,3,1619.8605966999999
10907.0,141,3,2690.1613757
10908.0,72,5,5101.0819659
